address,classification,details,fone,link,name,position,has_instagram,has_facebook,facebook_link,instagram_link,link_problem
"R. 246, número 246 - Sala 701","4,8",, (47) 3344-4466 · ,http://www.efeg.com.br/,EFEG - Engenharia de Fundações e Consultoria,172,False,True,https://www.facebook.com/efeg.itapema/?fref=ts,,
"Ed. Dolce Vitta - Av. Brasil, 2260","4,5",Construtora, (47) 3514-2921 · ,http://www.fgempreendimentos.com.br/?pht=21611559573575159,FG Empreendimentos,173,True,True,https://www.facebook.com/fgempreendimentos/,https://www.instagram.com/fgempreendimentos/?hl=pt-br,
"R. Cachalote, 339","4,9",Empresa de Terraplenagem, (47) 99999-8950 · ,http://www.romuloterraplenagem.com.br/,bombinhas terraplenagem,174,False,False,,,
88220-000,"4,9",Construtor Imobiliário, (47) 3267-1122 · ,http://www.dallo.com.br/,Belvedere Residence - Dallo Empreendimentos,176,True,True,https://www.facebook.com/dalloempreendimentos/,https://www.instagram.com/dalloempreendimentos/,
"Av. Leopoldo Zarling, 1657","4,1",Imobiliária, (47) 3369-1288 · ,,Futura Empreendimentos Imobiliários,177,,,,,
"R. Agrolândia, 412 - Sala 02","1,0",Construtora, (47) 3344-1254 · ,,Steel Pregos,179,,,,,
"R. 232, 45","4,9",Corretores de imóveis, (47) 98480-1480 · ,http://www.norbertocorretor.com.br/,Norberto e Eraci Corretores de Imóveis,180,,,,,True
"Rua 418A, nº 671, Apartamento nº 301","2,0",, (47) 99633-8091 · ,https://www.instagram.com/pizziengenharia/,Pizzi Engenharia,181,True,False,,,
"R. Gralha Azul, 242","5,0",Empreiteira de serviços com gesso, (47) 3369-1783 · ,,Chiroli Gesso,182,,,,,
Rua João Manoel Jaques 126 Perequê,"5,0",Construtora, (47) 99757-0042 · ,http://www.cadoreincorporadora.com.br/,Cadore Incorporadora,183,,,,,True
"R. 128, 110","5,0",, (47) 99635-1129 · ,https://kellybatista.negocio.site/,Kelly Batista,184,False,False,,,
"Rua 133B, Nº 101","5,0",Empreiteira de serviços com gesso, (47) 3264-1035 · ,http://www.formagesso.com.br/,Forma Gesso,185,True,True,https://www.facebook.com/formagesso,https://www.instagram.com/formagesso/,
"R. 916, 160","4,2",Construtor Imobiliário, (47) 3361-5160 · ,http://conceptempreendimentos.com.br/,Concept Empreendimentos - Plantão de Vendas - Vista Atlântico,186,True,True,https://www.facebook.com/wordpress,https://www.instagram.com/explore/tags/wordcamp/,
"R. 118, 214","5,0",Empreiteira de serviços com gesso, (47) 3268-5780 · ,,DS Gesso,187,,,,,
"Calla D' Volpi - R. 3300, 341","4,9",Construtora, (47) 3361-8714 · ,https://www.silvapacker.com.br/,Silva Packer,188,,,,,True
Avenida Marginal Oeste - Esquina c/ a rua 908,"4,5",Empreiteira de serviços com gesso, (47) 3264-7695 · ,,ItaFix Gesso,189,,,,,
"Av. Beira Mar, 2244 - 1","5,0",Imobiliária, (47) 3264-7525 · ,http://www.jerrymaximoveis.com.br/,Jerry Max Corretor de Imóveis,190,,,,,True
"R. Gov. Celso Ramos, 120 - Sala 02","5,0",Construtor Imobiliário, (47) 3268-1834 · ,http://www.minhacasaprefabricada.com/,Minha Casa Pré Fabricada Com,191,False,True,https://www.facebook.com/minhacasaprefabricada,,
"Rua Florianópolis, 165","5,0",, (48) 99173-9829 · ,,Pontual - Engenharia e Arquitetura,192,,,,,
"Monet - Av. dos Coqueiros, 3554 - 03","4,7",Imobiliária, (47) 3393-4385 · ,http://www.imobiliariamarca.com/,Marca Imobiliária,193,True,True,//www.facebook.com/v10bombinhas/,//www.instagram.com/v10bombinhas/?hl=pt-br,
"Av. José Manoel Reis, n06","5,0",Empreiteira de serviços com gesso, (48) 99175-4426 · ,,Gesso Silva,194,,,,,
"Av. Paineiras, 675","4,8",Imobiliária, (48) 99907-9284 · ,http://www.wktijucas.com.br/,WK Imobiliaria Wolinger Kretzer Imoveis,195,True,True,https://www.facebook.com/wktijucas/,https://www.instagram.com/wktijucas/,
"R. Ten. Carvalho, 86","2,7",Construtora, (48) 3263-0141 · ,,Gomes Madeiras e Construção,196,,,,,
"Edifício Camboriú Business - R. 1101, 60 - 14º andar","4,9",Construtora, (47) 3263-4000 · ,http://www.procave.com.br/,PROCAVE Investimentos e Incorporações,197,True,True,https://pt-br.facebook.com/procave/,https://www.instagram.com/procave/,
"R. Guilherme Varela, 120 - Ap 1","4,0",Empresa de Terraplenagem, (48) 3263-0436 · ,,Amilton dos Anjos,198,,,,,
"SC-410, 3126","1,0",Empresa de Terraplenagem, (48) 99989-0272 · ,,Comper Terraplanagem,199,,,,,
"R. Felix Walendowsky, 135","4,5",Escritório da empresa, (47) 99739-2547 · ,http://www.cosenzaempreendimentos.com.br/,Cosenza Empreendimentos,200,False,True,https://www.facebook.com/cosenzaportobelo/,,
"369, Av. Alm. Fonseca Neves","5,0",Escritório da empresa, (47) 99267-7783 · ,,Bello Empreendimentos Imobiliários,201,,,,,
"R. Virgínia Ledra Cavilha, 264","5,0",Escritório da empresa, (47) 3369-6783 · ,http://rbincorporadora.com.br/,RB INCORPORAÇÃO DE EMPREENDIMENTOS LTDA,202,,,,,True
"Av. Pref. José Juvenal Mafra, 7510","4,9",Construtor Imobiliário, (47) 3342-7857 · ,http://www.cescaconstrutora.com.br/,Cesca Construtora e Incorporadora Ltda,203,,,,,True
"Av. Sen. Atílio Fontana, 1743","4,3",Escritório da empresa, (47) 3369-6387 · ,https://www.mj7empreendimentos.com.br/,MJ7 Empreendimentos,204,True,True,,https://www.instagram.com/mj7empreendimentos/,
"Rua: Rudy Arnoldo Hintz, 311 Pereque","5,0",Complexo residencial, (47) 3369-8797 · ,http://rohregger.com.br/,Ilha de Porto Belo Residence (Rohregger Empreendimentos),206,,,,,True
R. Gentil Coelho,"5,0",, (47) 3268-5780 · ,http://maybelly.com.br/,May Belly,207,,,,,True
"R. 141, 122","4,9",Construtora, (47) 3368-0813 · ,http://www.herdeconstrutora.com.br/,Herde Construtora & Incorporadora,2,True,True,https://www.facebook.com/herdeconstrutoraitapema,https://www.instagram.com/herdeconstrutora/,
"Rua 613, 612",,Construtora, (47) 99160-8592 · ,http://fjconstrutora.com.br/,F.J. Construtora,6,,,,,True
Construção civil em itapema - SC,,Construtora, (48) 99816-5849 · ,,"(Construção civil em itapema - SC) Construções, Reformas residenciais, Reformas em gerais - SC",7,,,,,
"R. 607, 141",,Construtora,  · ,,Racoski Empreiteira,13,,,,,
"R. 130, 89",,Construtora,  · ,,Remar Incorporadora Ltda,14,,,,,
"R. 712, 600","5,0",Construtora, (47) 3368-4180 · ,,Turela Empreiteira de Maõ de Obra,17,,,,,
"R. Seiscentos e Vinte, 260","5,0",Construtora, (47) 3368-0225 · ,http://www.reical.com.br/,Reical Engenharia,19,False,True,,,
"Edifício Personalitté Offices, Av. Nereu Ramos, 3585 - sala 04","4,9",Construtor Imobiliário, (47) 3363-9182 · ,http://www.cnaconstrutora.com.br/,CNA Construtora,20,False,True,,,
"Av. Nereu Ramos, 4815","4,5",Imobiliária, (47) 3368-1234 · ,/aclk?sa=l&ai=DChcSEwiaveX608_rAhXBhJEKHXxVAK0YABAAGgJjZQ&sig=AOD64_1yZ0_FUFb9ARPmMQtWmRQAG7gewg&adurl&q&ctype=99,Potencial Imóveis,21,,,,,True
"R. 231 - A, 105 - Sala 01","4,1",Imobiliária, (47) 3368-1020 · ,/aclk?sa=l&ai=DChcSEwiaveX608_rAhXBhJEKHXxVAK0YABABGgJjZQ&sig=AOD64_3PVT6uVJuEqH3ngjeqMpCunfH-yw&adurl&q&ctype=99,Juliana Imóveis,22,,,,,True
"Rua 132, 151","4,3",Construtora de casas personalizadas, (47) 3361-6519 · ,,Residencial Summer Platz,23,,,,,
"R. 246, 280 - sala 3","4,4",Construtora, (47) 3368-5199 · ,http://www.mpei.com.br/web/,Construtora Meia Praia Empreendimentos,24,,,,,True
"R. 104 A, 36",,Construtora, (47) 99195-2256 · ,http://bellverstudio.com.br/,Bellver Studio,30,,,,,True
"R. 232, 245","5,0",Construtor Imobiliário, (47) 3268-1000 · ,http://www.construtorazimmermann.com.br/,construtora zimmermann,34,True,True,https://www.facebook.com/contrutorazimmermann/,,
"número, R. 222, 35","4,2",Construtora, (47) 3398-1324 · ,http://www.moretticonstrutora.com.br/,Moretti Construtora e Incorporadora,46,True,True,https://www.facebook.com/pages/Moretti-Construtora/477868499047877?tab=overview&view,https://instagram.com/moretticonstrutora/,
"2ª Avenida, 973","5,0",Construtora, (47) 99948-4599 · ,http://grupodelavalle.com.br/,Dellavelle Construtora e Incorporadora,62,False,False,,,
"R. 212, 152 - Sala 01","4,2",Construtora, (47) 3363-5888 · ,http://anelconstrutora.com.br/,Anel Empreendimentos Imobiliários,68,True,True,https://www.facebook.com/Anel-Construtora-237147480116254/,https://www.instagram.com/anelconstrutora/,
"Av. Nereu Ramos, 6060","4,6",Construtora, (47) 3268-1506 · ,https://www.fasoloconstrutora.com.br/,Fasolo Construtora,69,True,True,https://www.facebook.com/fasoloconstrutora,https://www.instagram.com/fasoloconstrutora,
"Av. Nereu Ramos, 3234","5,0",Construtora, (47) 3248-2236 · ,,Jl Metta Construtora E Incorporadora,70,,,,,
"R. 416, 1064","4,4",Construtora, (47) 3264-5919 · ,,Zig Empreiteira,72,,,,,
"R. 412 A, 100","5,0",Construtora, (47) 3368-4317 · ,http://www.sorrisoempreendimentos.com.br/,Sorriso Empreedimentos,78,,,,,True
157,"4,3",Construtor Imobiliário, (47) 99952-6034 · ,,seuimovelitapema,79,,,,,
"R. 426, nº 237","5,0",Construtora, (47) 3268-6512 · ,http://www.csegerconstrutora.com.br/,Residencial Bella Città,80,True,True,,,
"R. 260, 170 - Ap 403","5,0",Construtora, (47) 3398-2102 · ,,Construtora e Incorporadora Egídio Zanini,81,,,,,
"R. 234, 35","4,9",Construtora, (47) 3268-0489 · ,,AX Construtora,82,,,,,
"R. 220, 348 - sala 03","5,0",Construtora, (47) 3264-9074 · ,http://www.neoprimeempreendimentos.com.br/,Neoprime Empreendimentos,85,True,True,http://www.facebook.com/neoprimeempreendimentos,https://www.instagram.com/neoprimeempreendimentos,
"Anexo Bairro - R. 916, 160","4,8",Construtor Imobiliário, (47) 3361-5160 · ,http://www.conceptempreendimentos.com.br/,Concept Empreendimentos de Itajaí SC,86,True,True,https://www.facebook.com/wordpress,https://www.instagram.com/explore/tags/wordcamp/,
"R. 298, 433 - Sala 01","4,5",Construtora, (47) 3369-5341 · ,http://www.fvieiraconstrutora.com.br/,F. Vieira construtora e Incorporadora,91,False,False,,,
"Rua 266, n.º 15, Sala 02","5,0",Construtora, (47) 99996-3640 · ,http://www.petrusincorporadora.com.br/,Petrus Incorporadora - Itapema,92,False,True,,,
"R. 266, nº 15 - Sala 100","5,0",Construtora, (47) 3368-9000 · ,https://www.russirussiconstrutora.com.br/,Russi Russi Construtora,93,,,,,True
"R. 262, 1","5,0",Construtora, (47) 99274-6379 · ,http://www.texturaconstrutora.com.br/,Textura Construtora E Incorporadora,95,False,True,http://www.facebook.com/pages/Textura-Construtora-e-Incorporadora/146196612153386,,
"R. 904, 363","5,0",Empreiteira de serviços com gesso, (47) 3247-0831 · ,https://i9gesso.negocio.site/,I9 Gesso,99,False,False,,,
"Av. Nereu Ramos, 4776 - Sala 33","4,2",Construtora de casas personalizadas, (47) 3268-4488 · ,http://www.novainc.com.br/,Nova Incorporadora,102,,,,,True
"R. 258, 65 - 04","2,0",Construtora, (47) 3363-1379 · ,http://construtoradallano.com.br/,Dallano Empreendimentos,105,,,,,True
"R. 268, 164","5,0",Desenvolvedora de imóveis, (47) 3268-0033 · ,https://p-w-s-comercio-e-representacoes-de-auto.negocio.site/,Casagrande e Tedesco Construtora,106,False,False,,,
"R. 262, 164","4,8",Construtora, (47) 3361-5160 · ,,Félix Construções,108,,,,,
"R. 264, 41","4,4",Construtora, (47) 3368-5116 · ,,S.K. DELLAGNELO EMPREENDIMENTOS IMOBILIARIOS,111,,,,,
"R. 284, 738","1,0",Construtora de casas personalizadas, (47) 99282-5444 · ,,Silva e Ezequinhe,112,,,,,
"1 3100, Av. Nereu Ramos","4,5",Designer de interiores, (47) 3368-5366 · ,,MARICE GANDIN,113,,,,,
"EDIFÍCIO CARMENERE - R. 250, 355 - SALA 07","4,0",Empreiteira, (47) 3344-3692 · ,http://sulconstrutora.com.br/php/contato.php,Sul Construtora e Incorporadora,114,True,True,http://www.facebook.com/sulconstrutora,https://www.instagram.com/p/BvLIgI8lpsw/?utm_source=ig_web_copy_link,
"R. 129 D, 8","5,0",Construtor Imobiliário, (47) 99108-3164 · ,,Paraná Pinturas,117,,,,,
"R. 414, 146","5,0",Construtora, (47) 3368-1559 · ,,Souza Teles Lâminas e Compensados,119,,,,,
"R. 246, 618","5,0",Construtora, (47) 3363-3044 · ,,Dez Engenharia,120,,,,,
"R. 242, 650","5,0",Construtora, (47) 98407-2105 · ,,Carboni Empreiteira,122,,,,,
R. 261,"5,0",Construtora, (47) 3368-8301 · ,,J Campos Incorporadora,126,,,,,
"R. 607, 28","5,0",Construtora, (47) 3368-4966 · ,,Lajes Lajomar,136,,,,,
"R. Seiscentos e Vinte, nº 260","4,3",Empreiteira de serviços com gesso, (47) 3368-7381 · ,,Gesso e Cia,137,,,,,
"R. 315, número 222","5,0",Prestador de serviços de construção civil, (47) 99999-9698 · ,http://kraussconstrutora.com.br/,Krauss Construtora,138,True,True,https://www.facebook.com/Kraussconstrutora/,https://www.instagram.com/kraussconstrutora/,
"Av. Governador Celso Ramos, 62 pvto superior","5,0",Construtor Imobiliário, (47) 99664-6565 · ,,HOUS3D Habitações,139,,,,,
"R. 282, 1328","5,0",Construtora, (47) 3366-0791 · ,http://hsantosempreendimentos.com.br/,Shard Tower,144,,,,,True
"R. 232, número 45","1,0",Imobiliária, (47) 3368-7978 · ,http://www.norbertocorretor.com.br/,Imobiliária Eraci em Meia Praia Itapema SC,147,,,,,True
"R. 258, 65","5,0",Construtor Imobiliário, (47) 3368-9260 · ,http://www.dmarcoempreendimentos.com.br/,D’MARCO Empreendimentos Imobiliários,148,False,False,,,
"R. 414, 823","5,0",Construtor Imobiliário, (47) 99616-6100 · ,http://www.jcbauer.com.br/,JC Bauer Empreendimentos,149,True,True,https://www.facebook.com/jc.bauer.710,https://www.instagram.com/jcbauerempreendimentos,
"R. 282, n° 270 - 07","5,0",Construtor Imobiliário, (47) 3268-0490 · ,http://www.dvalleempreendimentos.com.br/,Dvalle Empreendimentos,159,False,False,,,
"2ª Avenida, N°337","4,2",Construtor Imobiliário, (47) 99279-9106 · ,https://valleriusconsorcios.com.br/web/,vallerius consorcios - Itapema sc,162,,,,,True
"Av. Nereu Ramos, 3000","5,0",Desenvolvedora de imóveis, (47) 3267-1925 · ,,NT Imóveis,165,,,,,
"Residencial Jardim das Alamandas - R. 232, 45 - Sala 005","5,0",Corretora de aluguel de imóveis, (47) 98454-0754 · ,http://www.imoveisalugueldetemporada.com.br/,Locação de Temporada em Meia Praia,169,,,,,True
"Av. Beira Rio, 1333 - Sala 05","4,6",Construtora, (47) 3267-0200 · ,http://www.pasqualottoegt.com.br/,Pasqualotto & GT Empreendimentos,174,True,True,https://www.facebook.com/pages/Pasqualotto-GT-Incorporadora/377757932680704,https://www.instagram.com/pasqualottoegt/,
"2ª Avenida, 684","4,0",Loja de materiais de construção, (47) 3368-4311 · ,,Alpa Construção Civil,185,,,,,
3ª Avenida 1440 - s 14,"4,0",Construtora, (47) 3366-5767 · ,http://www.arrudaconstrutora.com.br/,Arruda Construtora de Obras,189,False,False,,,
"Av. Alvin Bauer, 455","5,0",Construtora, (47) 3363-5685 · ,http://www.texturaconstrutora.com.br/,Textura Construtora Incorporadora,190,False,True,http://www.facebook.com/pages/Textura-Construtora-e-Incorporadora/146196612153386,,
"R. 906, 201","5,0",Construtora, (47) 3366-0140 · ,http://construtoramelo.com.br/,Melo Construções e Incorporações Ltda,204,False,False,,,
"Av. Leopoldo Zarling, 2449","3,8",Construtora, (47) 3369-3185 · ,http://www.encavi.com.br/,Encavi Empreendimentos,205,True,True,https://www.facebook.com/encaviempreendimentos/,https://www.instagram.com/encaviempreendimentos/,
"R. 129 A 1, 131","4,8",Construtora, (47) 3368-3130 · ,https://www.construtoran1.com.br/,N1 Construtora e Incorporadora,208,,,,,True
"R. 13 de Novembro, 01 - Sala 304","4,0",Construtora, (47) 3366-5767 · ,http://www.nexconstrutora.com.br/,Grupo Nex Tijucas,211,True,True,,,
"R. 129 A 1, nº86 - Sala 01","4,4",Construtora, (47) 3268-4545 · ,https://www.cibea.com.br/,CIBEA - Construtora e Incorporadora Brasileira Ltda,213,True,True,https://www.facebook.com/cibea.cibea.16,https://www.instagram.com/construtoracibea/,
"Av. Nereu Ramos, 3032","4,4",Construtora, (47) 3368-4316 · ,http://www.jlc.com.br/,JLC Empreendimentos,215,False,False,,,
"R. Quatrocentos e Vinte, n.57","4,6",Construtora, (47) 99175-1329 · ,http://www.itapemaempreendimentos.com.br/,Itapema Empreendimentos,218,,,,,True
"Av. Nereu Ramos, 1101","4,9",Imobiliária, (47) 3368-4488 · ,http://www.heil.com.br/,Heil Construtora & Imobiliária,222,False,True,,,
"R. 406 - A, 35","5,0",Construtora, (47) 3368-4274 · ,,Construtora e Incorporadora Locatelli,224,,,,,
"R. 214, número 177","5,0",Construtora, (47) 3268-5480 · ,http://www.alempreendimentos.com.br/,AL Empreendimentos,225,True,True,https://www.facebook.com/alempitapema/,https://www.instagram.com/alempreendimentos/,
"R. 246, numero 246","5,0",Construtora, (47) 3268-2517 · ,http://www.vansinconstrutora.com.br/,Vansin Construtora,227,True,True,http://www.facebook.com.br/vansinconstrutora,https://www.instagram.com/vansinconstrutora,
num.423 - Rua 232,"4,9",Construtora, (47) 3344-2465 · ,http://www.empreendimentosclaudia.com.br/imoveis/,Claudia Empreendimentos,228,True,True,https://www.facebook.com/claudiaconstrutorasc/,https://www.instagram.com/claudiaempreendimentos_,
"Edifício Real Palace Residence - Av. Nereu Ramos, n° 3.322 - sala 01","4,8",Construtora, (47) 3368-5597 · ,http://www.rosecon.com.br/,Rosecon Empreendimentos,229,True,True,https://www.facebook.com/roseconempreendimentos,https://www.instagram.com/RoseconEmpreendimentos/,
"Av. Gov Celso Ramos, 370","5,0",Empresa madeireira, (48) 99677-9242 · ,http://www.ecomadeirastratadassc.com.br/,Eco Madeiras Tratadas,230,False,True,https://www.facebook.com/ecomadeirassc/,,
"Av. Nereu Ramos, 2800 - sala 1107","5,0",Construtora, (47) 3366-2863 · ,http://www.itaicon.com.br/,Itaicon Empreendimentos,231,,,,,True
"R. Otaviano Dadam, 210","5,0",Construtora, (48) 3265-3965 · ,https://arskammer.com/,ARS Kammer Construtora,232,True,True,https://www.facebook.com/arskammer,https://www.instagram.com/arskammer/,
"Av. Pref. José Juvenal Mafra, 6945","4,6",Construtora, (47) 3065-7070 · ,http://www.vivacas.com.br/,CAS Empreendimentos,233,True,True,https://www.facebook.com/casempreendimentos,https://www.instagram.com/cas_empreendimentos/,
"R. 250, 100","5,0",Construtora, (47) 3369-1724 · ,http://www.construtoracontinente.com.br/,Strelatto Residence,234,True,True,https://www.facebook.com/continenteconstrutora/,https://www.instagram.com/construtoracontinente/,
"R. 256, Número 369 - sala 02","5,0",Construtora, (47) 3368-7344 · ,http://www.borchaittconstrutora.com.br/,BORCHAITT CONSTRUTORA,236,,,,,True
"Rua Trezentos e Sete, 25 - sala 801","4,9",Construtora, (47) 3368-8874 · ,http://www.geaconstrutora.com.br/,GEA Construtora,237,True,True,https://www.facebook.com/gea.construtora/,https://www.instagram.com/filipelugariniweb/,
"2ª Avenida, n° 271","4,9",Construtora, (47) 3246-5484 · ,http://www.construtoravicasa.com.br/,VICASA CONSTRUTORA,238,,,,,True
"R. 312, 397","4,3",Construtora, (47) 99928-5586 · ,http://www.petricon.com.br/,PETRICON INCORPORADORA LTDA,239,,,,,True
"R. 252, 120","4,6",Construtora, (47) 99995-2230 · ,http://www.selenteanjos.com.br/,Selent & Anjos Empreendimentos,240,True,True,https://www.facebook.com/selenteanjos,https://www.instagram.com/selenteanjos,
"Rua Trezentos e Sete, N25","5,0",Construtora, (47) 3268-5258 · ,http://bfabbriani.com/,BFabbriani Incorporadora,266,False,True,,,
"R. 222, 184","5,0",, (47) 3268-5480 · ,https://www.proforconstrutora.com.br/,Profor Construtora E Incorporadora Ltda,269,True,True,https://www.facebook.com/proforconstrutoraeincorporadora/?epa=SEARCH_BOX,https://www.instagram.com/proforconstrutora/,
2ª Avenida,"4,0",, (48) 99602-7809 · ,http://www.arpconstrutora.com.br/,Arp Construtora,270,True,True,http://facebook.com.br/construtoraarp,http://instagram.com/arpconstrutora,
"esquina - 2ª Avenida, R. 282, 1328","4,8",Construtora, (47) 3366-0791 · ,http://www.hsantos.com.br/,HSantos Empreendimentos,272,,,,,True
"Av. Nereu Ramos, 957","5,0",Construtora, (47) 3366-2863 · ,http://rogga.com.br/,Itacolomi Home Club - Rôgga,275,True,True,https://www.facebook.com/RoggaEmpreendimentos/,https://www.instagram.com/roggaoficial/,
"R. 129 A 1, 131 - Sala 3","4,9",Escritório da empresa, (47) 3368-3130 · ,https://www.construtoran1.com.br/,N1 Construtota e Incorporadora,276,,,,,True
"3ª Avenida, 540","5,0",Construtora, (47) 3368-4261 · ,http://hempreendimentos.com.br/,H Empreendimentos,277,,,,,True
"R. Gerôncio Thives, 400","5,0",Construtora, (48) 3286-6768 · ,http://amconstrucoes.com.br/,AM Construções e Incorp,278,True,True,https://www.facebook.com/AMconstrucoes,https://www.instagram.com/AMconstrucoes/,
"Av. Nereu Ramos, 579","4,9",, (47) 3369-1288 · ,http://construtorapasqualotto.com.br/,Pasqualotto,279,True,True,https://www.facebook.com/Pasqualotto-Construtora-384134415024657/,https://www.instagram.com/pasqualottoconstrutora/,
"R. Domingos André Zanini, 91","5,0",Construtora, (48) 3047-1800 · ,http://www.amconstrucoes.com.br/,AM Construções,280,True,True,https://www.facebook.com/AMconstrucoes,https://www.instagram.com/AMconstrucoes/,
"Av. Osni João Vieira, 445","4,9",Construtora, (48) 4004-9000 · ,https://www.mrv.com.br/,MRV Engenharia e Participações,281,True,True,https://www.facebook.com/mrv.responde,https://www.instagram.com/mrv/,
"Av. Salvador di Bernardi, 888","4,7",Construtora, (48) 3035-7510 · ,http://www.amconstrucoes.com.br/,Residencial Aquarela,283,True,True,https://www.facebook.com/AMconstrucoes,https://www.instagram.com/AMconstrucoes/,
"Vera Fischer, 225","4,0",Construtora, (47) 3275-6363 · ,,J Cipriani Incorporações,284,,,,,
"R. 410, 468","4,6",Escritório da empresa, (47) 3368-9482 · ,http://www.kadaconstrutora.com.br/,Kada Empreendimentos Imobiliários,287,,,,,True
"R. Adhemar da Silva, 724","4,8",Desenvolvedora de imóveis, (48) 3035-7510 · ,http://www.amconstrucoes.com.br/,AM Construções Incorporações Ltda,288,True,True,https://www.facebook.com/AMconstrucoes,https://www.instagram.com/AMconstrucoes/,
Av. Marginal Oeste,"4,8",Complexo de apartamentos, (47) 3368-5366 · ,http://www.construtorapasqualotto.com.br/,Amalfi Coast Home Club,289,True,True,https://www.facebook.com/Pasqualotto-Construtora-384134415024657/,https://www.instagram.com/pasqualottoconstrutora/,
"R. 279, número 91","4,8",Complexo de condomínio, (47) 3261-7300 · ,http://www.jarussi.com.br/,Residencial Morada do Sol,290,True,True,https://www.facebook.com/jarussiconstrutora/,https://www.instagram.com/jarussiconstrutora/,
"Av. Nereu Ramos, 3082","5,0",, (47) 3268-5480 · ,http://www.construtoragandin.com.br/,Gandin,291,,,,,True
"R. 406 - B, 118","4,0",Escritório da empresa, (48) 99602-7809 · ,https://www.construtoran1.com.br/,Sunset Boulevard - Residence,292,,,,,True
"Condomínio Residencial Suzana - Rua 263 Snr, 1","5,0",Apartamentos, (47) 3261-7300 · ,http://www.jarussi.com.br/,Condomínio Residencial Suzana,293,True,True,https://www.facebook.com/jarussiconstrutora/,https://www.instagram.com/jarussiconstrutora/,
"Av. Barão do Rio Branco, 103","5,0",Construtor Imobiliário, (47) 3366-0791 · ,http://amconstrucoes.com.br/,AM construções,294,True,True,https://www.facebook.com/AMconstrucoes,https://www.instagram.com/AMconstrucoes/,
Av. Nereu Ramos,"2,7",Complexo de apartamentos, (48) 3263-0141 · ,http://www.construtorapasqualotto.com.br/,Estudo Mazieiro,295,True,True,https://www.facebook.com/Pasqualotto-Construtora-384134415024657/,https://www.instagram.com/pasqualottoconstrutora/,
R. 272 D,"5,0",Complexo de apartamentos, (47) 3361-8953 · ,http://www.construtorapasqualotto.com.br/,Green Ville Residence,296,True,True,https://www.facebook.com/Pasqualotto-Construtora-384134415024657/,https://www.instagram.com/pasqualottoconstrutora/,
"R. Duzentos e Vinte e Seis, 288","5,0",Imobiliária, (47) 99641-8410 · ,http://www.selenteanjos.com.br/,Selent & Anjos Empreendimentos Imobiliários,297,True,True,https://www.facebook.com/selenteanjos,https://www.instagram.com/selenteanjos,
"n˚ 175 - Rua 3130, 401","5,0",Construtora, (47) 3081-2667 · ,http://www.jlsb.com.br/,JLSB Empreendimentos,298,True,True,https://www.facebook.com/jlsbempreendimentos,https://www.instagram.com/jlsbempreendimentos,
"R. 274, 89","5,0",, (47) 3368-4261 · ,,Maiora,299,,,,,
"R. 304, 686","5,0",, (48) 3286-6768 · ,,Cw Empreiteira,300,,,,,
"R. 424, 317","5,0",Complexo residencial, (47) 3369-1288 · ,,Residencial Fraternità,301,,,,,
"Av. Nereu Ramos, 5055 - Sala 06","5,0",Webdesigner, (47) 3368-5200 · ,http://top5empreendimentos.com.br/,TOP5 Developments,302,True,True,https://www.facebook.com/top5empreendimentos/,https://www.instagram.com/top5empreendimentos/,
R. 460 - A,"4,9",Complexo de apartamentos, (48) 4004-9000 · ,http://www.construtorapasqualotto.com.br/,Heloísa Cristina Residence,303,True,True,https://www.facebook.com/Pasqualotto-Construtora-384134415024657/,https://www.instagram.com/pasqualottoconstrutora/,
"R. 248, 360","5,0",Imobiliária de aluguel de residências, (47) 99103-7741 · ,http://grupoitapui.com.br/,Grupo Itapuí,304,,,,,True
R. 292,"4,0",Complexo de apartamentos, (47) 3275-6363 · ,http://www.construtorapasqualotto.com.br/,Saint Tropez,306,True,True,https://www.facebook.com/Pasqualotto-Construtora-384134415024657/,https://www.instagram.com/pasqualottoconstrutora/,
"Av. Nereu Ramos, 4529","4,2",Imobiliária, (47) 3368-6088 · ,/aclk?sa=l&ai=DChcSEwir2Km01c_rAhWGDZEKHX6xDuUYABABGgJjZQ&sig=AOD64_1MnFFVcmx5DkMTkSzHFjBlKXvMcQ&adurl&q&ctype=99,MERCATTO Imobiliária,1,,,,,True
"Avenida Senador Atílio Fontana, 1159 Pereque",,Imobiliária, (47) 3369-4159 · ,http://www.jeanimoveis.com.br/,Imobiliária em Porto Belo,3,True,True,https://www.facebook.com/jeansteinoficial/,https://www.instagram.com/jeansteinoficial/,
"Rua Luiz Walendosky, 140","4,0",Imobiliária, (47) 3369-5740 · ,http://primocorretordeimoveis.com.br/,Primo Corretor de Imóveis em Porto Belo Perequê SC,4,False,True,//www.facebook.com/Primoimoveis,,
"Av. Gov Celso Ramos, 1360","4,4",Imobiliária, (47) 3369-4218 · ,http://www.arleteimoveis.com.br/,Arlete Imóveis,5,False,True,https://www.facebook.com/ArleteImoveis,,
"Av. Hironildo Conceição dos Santos, 356, Perequê","4,1",Imobiliária, (47) 3369-8872 · ,http://www.perequeimoveis.com/,Imobiliária Perequê,6,,,,,True
"Av. Hironildo Conceição dos Santos, 1340","4,7",Imobiliária, (47) 99761-1578 · ,http://www.agnaldocorretordeimoveissc.com.br/,AGVI Imobiliária,7,False,False,,,
